venta_id,fecha_venta,monto_venta,producto_id,producto_nombre,region,usuario_id,fecha_registro,retention_rate,cohort,transaccion_id,volumen_transaccion,estado_transaccion,valor_promedio
635,3/3/2021,1219.12,635,Pet Safety Belt for Car,China,635,7/30/2021,38.92,Q2 2020,635,530,Completado,379.97
636,8/30/2021,6671.83,636,Insulated Coffee Mug,France,636,9/18/2021,9.28,Q2 2020,636,731,Cancelado,479.52
637,3/25/2021,5563.92,637,Oven Mitts,Indonesia,637,10/4/2020,65.42,Q1 2020,637,562,Pendiente,489.85
638,7/21/2021,9136.67,638,Insulated Sport Tumbler,Portugal,638,1/11/2021,24.42,Q2 2020,638,46,Completado,47.0
639,10/14/2021,6407.62,639,Pet Water Fountain with Filtration,Thailand,639,4/10/2020,99.98,Q1 2020,639,459,Completado,477.88
640,10/13/2021,6371.39,640,Almond Butter Crunch Bar,Indonesia,640,7/23/2020,59.16,Q2 2020,640,172,Cancelado,342.65
641,6/30/2021,9102.26,641,Pasta Primavera,United Kingdom,641,6/12/2021,1.42,Q3 2020,641,111,Completado,114.2
642,10/5/2021,7627.66,642,Coloring Books for Adults,Belgium,642,4/4/2021,69.11,Q1 2020,642,928,Completado,380.4
643,2/13/2021,4807.06,643,Rustic Wooden Picture Frame,France,643,2/6/2020,70.16,Q3 2020,643,697,Completado,358.49
644,10/10/2021,453.91,644,Bluetooth Shower Speaker,Poland,644,8/25/2021,71.77,Q2 2020,644,148,Completado,314.5
645,10/4/2021,6581.31,645,Portable Grill Cover,China,645,9/2/2021,41.07,Q1 2020,645,317,Pendiente,109.0
646,2/18/2021,3416.96,646,LED Desk Lamp,Indonesia,646,12/4/2020,44.74,Q3 2020,646,885,Completado,347.54
647,4/13/2021,2106.39,647,Buffalo Chicken Wraps,Russia,647,1/13/2021,80.73,Q1 2020,647,301,Cancelado,448.08
648,2/24/2021,2643.66,648,Pumpkin Spice Cookies,France,648,3/1/2021,68.12,Q2 2020,648,613,Completado,145.07
649,1/27/2021,912.95,649,Kid's Fruit Snacks,Ethiopia,649,3/9/2021,78.52,Q1 2020,649,685,Pendiente,11.34
650,8/12/2021,5910.06,650,Fitness Foam Roller,China,650,1/6/2020,67.26,Q2 2020,650,592,Completado,346.22
651,12/17/2021,4526.65,651,BBQ Jackfruit,Russia,651,1/19/2020,11.51,Q2 2020,651,892,Completado,236.86
652,8/27/2021,7603.7,652,Spinach and Feta Stuffed Chicken Breast,Poland,652,6/30/2021,70.84,Q2 2020,652,585,Completado,485.93
653,9/3/2021,7467.95,653,Rechargeable Electric Toothbrush,Indonesia,653,5/26/2021,3.53,Q1 2020,653,953,Completado,268.58
654,7/21/2021,1451.89,654,Sweet Pea Hummus,Portugal,654,8/1/2020,25.31,Q1 2020,654,652,Cancelado,109.19
655,1/9/2021,7319.06,655,Adjustable Dumbbells,France,655,6/6/2021,61.6,Q3 2020,655,963,Pendiente,68.67
656,5/11/2021,91.09,656,Compact Hair Dryer,Argentina,656,3/10/2021,56.44,Q1 2020,656,714,Completado,427.18
657,10/18/2021,4685.22,657,Hiking Boots,Indonesia,657,4/6/2020,11.62,Q1 2020,657,703,Completado,381.82
658,9/22/2021,4339.6,658,Turmeric Ginger Tea,Mongolia,658,9/24/2021,16.59,Q3 2020,658,174,Cancelado,246.03
659,9/20/2021,5606.9,659,Kettle BBQ Grill,China,659,8/24/2020,78.52,Q2 2020,659,265,Pendiente,330.65
660,6/6/2021,3729.58,660,Maple Cinnamon Granola Bars,Poland,660,5/29/2020,77.17,Q3 2020,660,592,Pendiente,25.69
661,4/7/2021,5289.64,661,Tactical Backpack,Netherlands,661,9/17/2020,42.45,Q2 2020,661,458,Pendiente,209.29
662,12/17/2021,232.13,662,Frozen Broccoli,Indonesia,662,7/26/2021,44.3,Q2 2020,662,62,Cancelado,299.67
663,4/4/2021,878.66,663,Roasted Garlic Mashed Potatoes,China,663,5/5/2021,85.29,Q3 2020,663,591,Pendiente,165.03
664,7/27/2021,3526.94,664,Pet Grooming Kit,Hungary,664,4/3/2021,87.32,Q3 2020,664,221,Pendiente,10.62
665,5/17/2021,8416.32,665,Chili Lime Corn Chips,Philippines,665,11/23/2020,54.45,Q1 2020,665,830,Cancelado,246.31
666,9/7/2021,6525.4,666,Heavy Duty Gardening Tool Set,United States,666,12/29/2020,25.33,Q1 2020,666,455,Pendiente,389.82
667,11/21/2021,3928.5,667,Mesh Sports Leggings,Philippines,667,4/13/2020,65.67,Q3 2020,667,685,Cancelado,117.45
668,1/2/2021,4119.15,668,Apple Cinnamon Oatmeal,Cuba,668,10/23/2020,78.47,Q2 2020,668,761,Pendiente,15.45
669,10/11/2021,2621.03,669,Caraway Rye Bread,Indonesia,669,12/28/2021,79.33,Q2 2020,669,759,Pendiente,401.3
670,11/29/2021,6190.85,670,Smart Light Switch,Sierra Leone,670,10/16/2021,42.63,Q3 2020,670,677,Completado,448.11
671,7/6/2021,4098.96,671,Rice Pilaf Mix,France,671,9/10/2020,88.47,Q1 2020,671,12,Completado,146.8
672,4/15/2021,6685.96,672,Tomato Sauce,South Korea,672,1/19/2021,34.2,Q1 2020,672,318,Cancelado,221.83
673,10/8/2021,7896.45,673,Children's Musical Instrument Set,Russia,673,5/15/2021,7.8,Q3 2020,673,273,Completado,257.63
674,2/26/2021,9880.13,674,Eco-Friendly Yoga Mat,China,674,10/13/2020,21.97,Q3 2020,674,363,Pendiente,202.01
675,11/15/2021,8272.94,675,Chicken Breasts,China,675,12/4/2020,30.89,Q2 2020,675,220,Completado,446.69
676,4/12/2021,8436.77,676,Ricotta Cheese,France,676,10/16/2020,51.72,Q2 2020,676,350,Completado,338.03
677,12/14/2021,5713.39,677,Sliced Olives,Japan,677,9/19/2020,92.39,Q2 2020,677,191,Cancelado,254.84
678,10/16/2021,3931.07,678,Low-Fat Yogurt,Mexico,678,6/8/2021,40.89,Q2 2020,678,834,Cancelado,263.03
679,2/25/2021,9305.17,679,Digital Photo Frame,Brazil,679,6/7/2021,75.15,Q2 2020,679,969,Cancelado,474.35
680,1/29/2021,3173.82,680,Over-the-Door Hooks,Portugal,680,9/23/2020,27.73,Q3 2020,680,684,Completado,350.22
681,9/20/2021,6060.4,681,Luxury Yoga Mat,Kosovo,681,11/2/2021,30.44,Q2 2020,681,598,Pendiente,409.78
682,6/30/2021,6238.05,682,Buffalo Style Cauliflower Bites,Greece,682,3/5/2020,13.53,Q3 2020,682,316,Cancelado,116.52
683,5/21/2021,8516.24,683,Faux Fur Throw Blanket,Lithuania,683,5/29/2021,89.76,Q1 2020,683,266,Completado,97.78
684,9/1/2021,2998.15,684,Herbal Tea Sampler Box,Peru,684,6/10/2021,97.75,Q1 2020,684,118,Pendiente,398.43
685,2/16/2021,115.05,685,Decorative Wall Tapestry,Philippines,685,1/24/2020,49.33,Q3 2020,685,420,Cancelado,158.95
686,4/26/2021,7831.07,686,Baked Potato Chips,Vietnam,686,6/15/2020,45.2,Q3 2020,686,646,Pendiente,295.85
687,12/23/2021,5174.61,687,Camping Tarp,Afghanistan,687,5/19/2021,55.85,Q2 2020,687,684,Completado,265.08
688,5/27/2021,6382.87,688,Chocolate Mint Protein Shake,Portugal,688,9/19/2020,78.03,Q1 2020,688,156,Pendiente,320.11
689,8/21/2021,3511.93,689,Roasted Garlic Pasta Sauce,Indonesia,689,5/22/2020,72.13,Q1 2020,689,703,Completado,432.5
690,10/18/2021,934.34,690,Italian Breadsticks,Mongolia,690,11/11/2021,61.53,Q3 2020,690,6,Pendiente,443.46
691,5/24/2021,517.76,691,Plant-Based Meal Prep Containers,Ukraine,691,11/18/2020,65.7,Q3 2020,691,722,Pendiente,184.01
692,9/10/2021,8633.8,692,Air Fryer Oven,Afghanistan,692,3/27/2020,64.66,Q1 2020,692,648,Completado,43.5
693,7/10/2021,9308.13,693,Organic Whole Grain Oats,Sweden,693,3/7/2020,9.26,Q3 2020,693,122,Cancelado,135.93
694,3/4/2021,1880.69,694,LED Strip Lights,Albania,694,8/16/2021,75.18,Q1 2020,694,683,Completado,476.62
695,6/24/2021,2693.85,695,Car Seat Organizer,China,695,6/6/2020,65.07,Q3 2020,695,638,Cancelado,6.33
696,9/1/2021,1312.68,696,Pet Hair Remover,China,696,7/28/2021,61.32,Q1 2020,696,483,Cancelado,190.58
697,4/8/2021,3519.08,697,Portable Pet Bathing Tool,Philippines,697,6/9/2020,83.96,Q3 2020,697,218,Cancelado,144.71
698,10/18/2021,6212.21,698,Organic Green Apples,Serbia,698,11/13/2021,94.47,Q3 2020,698,126,Cancelado,469.19
699,10/9/2021,2575.84,699,Veggie Chips Variety Pack,China,699,3/20/2021,30.1,Q3 2020,699,11,Cancelado,41.5
700,6/2/2021,6853.74,700,Samoas Cookie Mix,Kenya,700,3/6/2020,28.57,Q3 2020,700,114,Pendiente,53.39
701,1/21/2021,2235.71,701,Oven-Baked Sweet Potato Fries,South Africa,701,3/22/2021,82.17,Q2 2020,701,442,Completado,469.66
702,2/13/2021,7778.6,702,Men's Waterproof Hiking Boots,Indonesia,702,4/10/2021,63.76,Q3 2020,702,175,Completado,308.18
703,2/24/2021,5198.82,703,Spiced Pumpkin Soup,Cuba,703,10/16/2020,0.29,Q1 2020,703,378,Pendiente,422.85
704,2/15/2021,458.79,704,Pineapple Chunks (canned),Russia,704,11/23/2020,69.75,Q1 2020,704,985,Cancelado,369.39
705,3/15/2021,2831.02,705,Cotton Pajama Set,Indonesia,705,1/13/2021,65.62,Q2 2020,705,390,Cancelado,118.88
706,7/17/2021,1549.36,706,Personalized Keychain,Indonesia,706,7/1/2021,71.43,Q3 2020,706,43,Pendiente,178.51
707,6/17/2021,649.03,707,Maple Almond Butter,Brazil,707,5/21/2021,35.52,Q2 2020,707,313,Cancelado,148.7
708,11/19/2021,3452.45,708,Wild Rice & Quinoa Mix,Iceland,708,8/31/2020,67.37,Q3 2020,708,685,Completado,146.63
709,4/10/2021,9647.72,709,Kale Salad with Lemon Dressing,Brazil,709,5/26/2021,17.36,Q2 2020,709,765,Completado,435.68
710,11/2/2021,9558.41,710,Portable Hammock Swing,Indonesia,710,7/4/2020,9.84,Q3 2020,710,489,Cancelado,467.68
711,3/14/2021,5304.77,711,Tropical Fruit Bowl,Czech Republic,711,11/20/2020,53.5,Q1 2020,711,221,Cancelado,164.84
712,1/21/2021,4229.4,712,Pesto Pasta Salad,Russia,712,12/22/2020,7.5,Q3 2020,712,57,Pendiente,429.84
713,10/28/2021,1538.27,713,Pet Tracking Collar,Portugal,713,5/6/2021,72.14,Q2 2020,713,565,Pendiente,399.87
714,8/20/2021,3038.42,714,Basic V-Neck T-Shirt,Portugal,714,10/21/2020,46.21,Q3 2020,714,634,Completado,311.53
715,8/27/2021,8117.92,715,Handheld Garment Steamer,China,715,4/18/2020,16.22,Q3 2020,715,831,Cancelado,2.58
716,11/18/2021,6836.1,716,Stainless Steel Mixing Bowls,Philippines,716,6/28/2021,47.2,Q3 2020,716,136,Pendiente,115.25
717,10/30/2021,6242.46,717,Brown Rice,China,717,1/18/2020,79.45,Q3 2020,717,178,Completado,423.02
718,6/28/2021,3567.35,718,Honey Mustard Sauce,China,718,7/18/2020,66.81,Q1 2020,718,378,Completado,235.54
719,12/21/2021,3677.91,719,Granola Cereal,China,719,2/13/2021,86.38,Q1 2020,719,397,Cancelado,173.14
720,8/14/2021,5015.01,720,Savory Italian Herbs,Armenia,720,7/6/2020,86.83,Q2 2020,720,458,Completado,230.55
721,7/17/2021,7818.96,721,Blueberry Oatmeal Cups,Japan,721,5/8/2021,89.39,Q3 2020,721,758,Completado,462.73
722,3/15/2021,7947.65,722,Electric Meat Grinder,Indonesia,722,4/7/2021,46.64,Q2 2020,722,275,Cancelado,496.93
723,3/12/2021,2494.44,723,Striped Long Sleeve Shirt,China,723,10/31/2020,10.03,Q3 2020,723,89,Cancelado,98.16
724,11/23/2021,850.47,724,Eco-Friendly Cleaning Cloths,China,724,9/8/2020,16.32,Q2 2020,724,421,Pendiente,467.87
725,6/10/2021,5105.79,725,Thai Peanut Noodles,Philippines,725,6/20/2020,59.69,Q3 2020,725,450,Pendiente,15.7
726,3/27/2021,444.48,726,Garden Vegetable Chips,Russia,726,6/3/2020,93.55,Q2 2020,726,634,Pendiente,308.7
727,7/6/2021,1470.61,727,Italian Sausage Links,United States,727,6/25/2021,24.11,Q1 2020,727,31,Cancelado,80.26
728,8/2/2021,2761.96,728,Kale and Quinoa Salad,Brazil,728,5/19/2021,46.22,Q2 2020,728,590,Cancelado,77.55
729,10/19/2021,9336.13,729,Traditional Hummus,Indonesia,729,4/14/2021,21.98,Q3 2020,729,765,Completado,388.62
730,5/31/2021,9536.38,730,Canned Black Beans,Indonesia,730,3/21/2021,4.33,Q3 2020,730,104,Completado,161.44
731,3/12/2021,7678.27,731,Teriyaki Beef Strips,United States,731,8/18/2020,51.02,Q3 2020,731,449,Cancelado,181.8
732,9/18/2021,5870.87,732,Casual Long Cardigan,China,732,6/4/2021,40.91,Q1 2020,732,847,Cancelado,496.46
733,1/24/2021,9538.54,733,Apple Cinnamon Instant Oatmeal,Sweden,733,4/24/2020,22.75,Q3 2020,733,869,Cancelado,161.85
734,11/10/2021,5253.37,734,Outdoor Adventure Backpack,Japan,734,4/7/2020,63.55,Q3 2020,734,373,Completado,461.06
735,9/21/2021,9140.03,735,Pressure Cooker,Indonesia,735,2/27/2020,8.45,Q2 2020,735,263,Completado,171.04
736,10/3/2021,9807.11,736,Pepperoni Pizza Roll-Ups,China,736,11/28/2020,39.14,Q1 2020,736,344,Completado,450.53
737,5/7/2021,8290.3,737,Garlic Herb Cream Cheese,Indonesia,737,4/10/2021,62.76,Q1 2020,737,570,Pendiente,185.84
738,7/7/2021,2449.86,738,Cinnamon Raisin Bagels,Indonesia,738,9/20/2021,63.21,Q3 2020,738,122,Pendiente,148.74
739,5/27/2021,9906.5,739,LED Strip Lights Kit,China,739,8/18/2021,98.97,Q1 2020,739,932,Cancelado,160.9
740,1/29/2021,2256.83,740,Stainless Steel BBQ Grill Set,Ukraine,740,11/19/2021,96.64,Q1 2020,740,767,Completado,353.81
741,1/21/2021,1416.21,741,Chicken Fajita Kit,Kenya,741,8/31/2021,45.16,Q3 2020,741,543,Pendiente,83.14
742,3/12/2021,5884.84,742,Compact Electric Kettle,Philippines,742,1/12/2021,96.8,Q2 2020,742,139,Pendiente,474.13
743,5/17/2021,9049.65,743,Reflective Safety Vest,Nigeria,743,7/13/2020,69.46,Q2 2020,743,680,Cancelado,353.23
744,7/15/2021,2321.53,744,Greek Yogurt,China,744,11/5/2021,86.2,Q3 2020,744,595,Pendiente,237.6
745,5/26/2021,6557.43,745,Baked Potato Chips,China,745,4/21/2020,2.41,Q3 2020,745,955,Completado,201.0
746,5/1/2021,5136.19,746,Tea Infuser,Portugal,746,5/6/2021,93.96,Q3 2020,746,231,Cancelado,59.74
747,5/14/2021,2886.86,747,Ultra-Thin Laptop Sleeve,Venezuela,747,1/25/2021,45.91,Q2 2020,747,286,Completado,88.26
748,9/12/2021,2817.88,748,Garden Hose Reel,Colombia,748,3/13/2020,29.4,Q2 2020,748,448,Completado,77.5
749,6/12/2021,726.52,749,Lemon Basil Pasta Sauce,Thailand,749,9/18/2020,93.51,Q1 2020,749,330,Completado,272.59
750,6/13/2021,8641.4,750,Oversized Denim Shirt,Indonesia,750,9/30/2021,16.11,Q2 2020,750,929,Completado,189.47
751,5/24/2021,648.38,751,Chickpea Snack Mix,Iran,751,2/15/2020,64.96,Q3 2020,751,329,Pendiente,195.85
752,4/28/2021,9494.31,752,Crispy Onion Rings,China,752,4/7/2020,27.75,Q2 2020,752,339,Pendiente,426.23
753,11/13/2021,2160.98,753,Set of Decorative Storage Bins,China,753,5/16/2020,85.74,Q1 2020,753,117,Cancelado,495.32
754,6/20/2021,1272.72,754,Fitness Tracker Band,Russia,754,3/29/2021,9.69,Q1 2020,754,952,Pendiente,125.17
755,9/4/2021,9609.41,755,Savory Quinoa Pudding,Indonesia,755,12/31/2020,47.02,Q2 2020,755,328,Completado,105.73
756,6/22/2021,9465.39,756,Smart Light Bulbs,Albania,756,10/26/2020,71.39,Q2 2020,756,517,Cancelado,212.89
757,12/5/2021,5785.96,757,Tofu,Morocco,757,8/9/2021,43.71,Q2 2020,757,490,Completado,438.57
758,3/31/2021,2714.1,758,Hibiscus Herbal Tea,China,758,8/15/2020,17.18,Q3 2020,758,623,Pendiente,492.64
759,4/29/2021,1260.62,759,Vintage Graphic Tee,China,759,10/5/2020,29.0,Q1 2020,759,282,Cancelado,411.78
760,4/21/2021,1237.37,760,Sriracha Honey Glaze,New Caledonia,760,9/8/2020,5.36,Q3 2020,760,472,Cancelado,451.54
761,8/23/2021,9785.33,761,Sweet Potato Fries,China,761,3/22/2021,93.3,Q2 2020,761,448,Completado,74.42
762,10/31/2021,4592.89,762,Wireless HDMI Receiver,Philippines,762,12/31/2020,11.17,Q3 2020,762,868,Completado,132.88
763,7/31/2021,5943.78,763,Ground Turkey,Luxembourg,763,5/24/2021,35.97,Q1 2020,763,694,Pendiente,100.18
764,3/7/2021,8341.28,764,Overnight Duffle Bag,China,764,2/9/2020,32.52,Q2 2020,764,714,Cancelado,234.07
765,11/16/2021,2089.82,765,Decorative LED Neon Sign,Vietnam,765,2/9/2021,83.29,Q2 2020,765,953,Completado,473.51
766,7/12/2021,3069.27,766,Fruit and Nut Bars,Russia,766,5/9/2021,9.83,Q3 2020,766,566,Completado,73.45
767,6/4/2021,3956.91,767,Chia Seed Pudding,Argentina,767,5/2/2020,91.34,Q1 2020,767,873,Cancelado,183.75
768,9/28/2021,9213.84,768,Soft Plush Throw Blanket,Indonesia,768,4/19/2021,36.97,Q3 2020,768,62,Completado,490.94
769,12/6/2021,6183.55,769,Pistachio Ice Cream,Indonesia,769,12/16/2021,72.94,Q2 2020,769,945,Cancelado,475.1
770,5/1/2021,5044.08,770,Cheesy Broccoli Soup Mix,Brazil,770,9/20/2020,53.28,Q2 2020,770,731,Pendiente,245.49
771,8/1/2021,5941.64,771,Cookbook,Cuba,771,8/27/2021,24.84,Q1 2020,771,335,Cancelado,494.64
772,3/2/2021,6651.57,772,LED Desk Lamp with USB Charging,Zimbabwe,772,11/5/2021,32.46,Q3 2020,772,346,Pendiente,321.51
773,1/4/2021,3828.21,773,V-Neck Sweater,China,773,1/26/2020,37.23,Q3 2020,773,393,Cancelado,81.09
774,1/28/2021,143.52,774,Compact Umbrella,United States,774,7/11/2021,62.47,Q3 2020,774,628,Completado,350.68
775,1/6/2021,7939.25,775,Rice Pudding,Sweden,775,4/29/2020,68.99,Q2 2020,775,450,Cancelado,331.71
776,8/9/2021,1706.55,776,Brazil Nuts,Ireland,776,10/30/2020,79.77,Q1 2020,776,632,Cancelado,265.57
777,12/15/2021,9080.83,777,Coconut Bowls Set,United States,777,7/1/2021,83.97,Q1 2020,777,827,Completado,168.44
778,12/7/2021,758.71,778,Elegant Lace Dress,Brazil,778,3/30/2021,36.59,Q2 2020,778,42,Cancelado,224.14
779,5/8/2021,8645.76,779,Kids' Gardening Tools Set,Portugal,779,4/23/2020,34.64,Q3 2020,779,951,Pendiente,372.41
780,6/15/2021,1865.43,780,Portable Hammock Swing,China,780,4/27/2020,3.82,Q2 2020,780,141,Cancelado,243.04
781,9/3/2021,9370.58,781,Herb Garden Planter Box,Chad,781,10/9/2020,10.64,Q1 2020,781,747,Cancelado,108.39
782,3/16/2021,5828.23,782,Fruit and Nut Medley,Bulgaria,782,5/18/2020,16.9,Q3 2020,782,199,Pendiente,384.18
783,12/2/2021,720.88,783,Oven Thermometer,China,783,7/26/2021,34.08,Q1 2020,783,34,Cancelado,295.6
784,9/17/2021,7635.03,784,Coconut Granola,Macedonia,784,12/2/2021,6.24,Q3 2020,784,182,Pendiente,208.06
785,1/8/2021,2258.62,785,Travel Jewelry Organizer,Malaysia,785,8/28/2020,44.01,Q2 2020,785,10,Completado,171.12
786,9/24/2021,2880.94,786,Mediterranean Couscous Salad,China,786,12/20/2021,25.91,Q3 2020,786,243,Cancelado,87.35
787,11/14/2021,9573.84,787,Buffalo Sauce,China,787,9/9/2020,75.88,Q2 2020,787,289,Completado,163.83
788,6/24/2021,3588.24,788,Silicone Cooking Utensils Set,Russia,788,6/16/2020,1.73,Q1 2020,788,103,Pendiente,473.34
789,8/30/2021,2845.55,789,Turkey Bacon,Norway,789,11/4/2020,29.88,Q1 2020,789,917,Pendiente,431.29
790,8/28/2021,3351.48,790,Oven-Baked Chicken Tenders,Brazil,790,9/16/2020,90.71,Q1 2020,790,713,Completado,172.88
791,2/7/2021,9946.82,791,Sesame Garlic Noodles,Sudan,791,11/25/2020,47.52,Q1 2020,791,795,Cancelado,190.93
792,8/4/2021,8133.15,792,Biodegradable Phone Case,Samoa,792,5/28/2021,67.16,Q2 2020,792,653,Cancelado,134.17
793,12/21/2021,454.63,793,Portable Hammock Swing,Russia,793,2/1/2020,19.27,Q3 2020,793,920,Pendiente,321.08
794,3/13/2021,885.15,794,Pumpkin Spice Muffins,Russia,794,4/29/2021,64.45,Q3 2020,794,670,Completado,223.23
795,6/30/2021,3275.85,795,Chocolate Chip Energy Balls,China,795,8/14/2020,69.83,Q3 2020,795,481,Cancelado,369.1
796,1/30/2021,8158.01,796,Bamboo Cutting Board Set,Ghana,796,6/15/2020,29.47,Q2 2020,796,181,Cancelado,429.25
797,8/26/2021,6784.46,797,Travel Laundry Bag,China,797,12/24/2020,95.96,Q1 2020,797,833,Completado,195.5
798,4/30/2021,9330.23,798,Lemon Sorbet,Russia,798,10/10/2020,8.39,Q1 2020,798,121,Pendiente,490.03
799,9/9/2021,5173.02,799,Snack Container Set,Colombia,799,4/13/2020,61.65,Q1 2020,799,995,Cancelado,174.9
800,12/3/2021,4220.31,800,Dog Waste Bag Dispenser,China,800,2/12/2021,62.18,Q3 2020,800,172,Pendiente,264.04
801,9/23/2021,1931.93,801,Smoked Gouda Cheese,Nigeria,801,11/17/2021,17.46,Q1 2020,801,316,Completado,270.8
802,1/23/2021,5898.25,802,Kid's Fruit Snacks,United States,802,10/5/2021,3.6,Q3 2020,802,30,Cancelado,122.08
803,8/4/2021,916.64,803,Diced Tomatoes (canned),China,803,11/17/2020,83.29,Q1 2020,803,152,Cancelado,191.95
804,9/23/2021,2032.91,804,Chicken Breasts,Indonesia,804,10/5/2020,42.79,Q3 2020,804,795,Completado,343.07
805,8/12/2021,9241.99,805,Zucchini Noodles,Tanzania,805,5/4/2020,93.36,Q3 2020,805,721,Completado,475.97
806,10/20/2021,8829.23,806,Crispy Chickpeas,Indonesia,806,12/7/2020,6.18,Q3 2020,806,758,Cancelado,304.08
807,6/10/2021,2518.4,807,Coconut Macaroons,Thailand,807,4/15/2021,24.98,Q1 2020,807,658,Completado,149.05
808,1/10/2021,5254.25,808,Collapsible Colander,China,808,5/21/2020,67.87,Q3 2020,808,330,Cancelado,406.2
809,4/8/2021,3620.6,809,LED Christmas Lights,Philippines,809,3/8/2021,98.97,Q3 2020,809,356,Pendiente,469.19
810,12/18/2021,2861.56,810,Bamboo Memory Foam Pillow,Philippines,810,11/8/2021,92.74,Q1 2020,810,996,Completado,355.84
811,3/5/2021,9110.89,811,Thai Peanut Noodles,Brazil,811,4/22/2020,92.63,Q1 2020,811,808,Completado,308.91
812,3/6/2021,2216.87,812,Honey Mustard Chicken Breasts,Russia,812,3/19/2021,83.48,Q1 2020,812,639,Pendiente,130.38
813,5/19/2021,6920.18,813,Adjustable Stand for Tablets and Smartphones,Albania,813,9/18/2020,2.98,Q1 2020,813,932,Cancelado,196.11
814,6/18/2021,9845.88,814,Eco-Friendly Beeswax Wraps,Pakistan,814,6/19/2021,4.75,Q1 2020,814,822,Completado,321.71
815,1/9/2021,9887.46,815,Beef Taco Skillet,Nigeria,815,9/27/2021,98.59,Q1 2020,815,277,Cancelado,229.65
816,5/14/2021,9999.95,816,Herbed Couscous,Russia,816,8/8/2021,17.38,Q2 2020,816,77,Cancelado,430.5
817,4/19/2021,1615.68,817,Wooden Blocks,Russia,817,12/14/2021,91.11,Q2 2020,817,954,Cancelado,345.19
818,1/7/2021,1088.74,818,Granola Clusters,Indonesia,818,9/12/2020,38.43,Q2 2020,818,498,Completado,368.21
819,7/23/2021,1703.98,819,Pocket Blanket,China,819,5/11/2021,58.44,Q2 2020,819,620,Cancelado,328.77
820,7/10/2021,274.16,820,Stylish Wireless Earbuds,Brazil,820,5/19/2020,89.88,Q2 2020,820,171,Cancelado,243.41
821,2/3/2021,7857.99,821,Portable Laptop Table,Brazil,821,3/17/2021,93.3,Q1 2020,821,32,Completado,311.62
822,6/15/2021,4701.3,822,LED Strip Lights,Argentina,822,5/17/2020,62.86,Q3 2020,822,509,Completado,324.5
823,9/17/2021,3159.42,823,Oven-Baked Chicken Tenders,Iran,823,1/17/2021,91.53,Q1 2020,823,785,Completado,425.22
824,4/16/2021,9858.49,824,Sesame Seeds,Philippines,824,12/9/2020,72.0,Q1 2020,824,92,Cancelado,168.43
825,4/3/2021,2431.99,825,Ripped Boyfriend Jeans,China,825,1/22/2021,9.79,Q3 2020,825,646,Completado,421.56
826,9/24/2021,3074.12,826,Self-Stirring Mug,Belarus,826,4/6/2020,58.77,Q3 2020,826,886,Completado,126.95
827,1/22/2021,401.88,827,Foldable Yoga Mat,Venezuela,827,10/26/2020,19.69,Q2 2020,827,77,Pendiente,486.46
828,9/7/2021,8840.83,828,Brazil Nuts,Indonesia,828,5/9/2020,49.59,Q1 2020,828,53,Pendiente,15.73
829,10/11/2021,593.57,829,Cheddar & Bacon Potato Skins,Mali,829,12/1/2020,41.09,Q3 2020,829,999,Cancelado,364.81
830,8/6/2021,2508.07,830,Electric Food Steamer,Azerbaijan,830,3/3/2021,13.19,Q3 2020,830,346,Pendiente,45.16
831,6/12/2021,9413.82,831,Scented Soy Candles,France,831,10/14/2020,48.53,Q1 2020,831,584,Pendiente,24.81
832,6/13/2021,4022.35,832,Safety First Aid Kit,Japan,832,11/12/2020,28.03,Q2 2020,832,371,Completado,146.32
833,7/30/2021,1452.82,833,Pumpkin Spice Creamer,Argentina,833,11/28/2020,68.41,Q2 2020,833,858,Completado,8.2
834,12/21/2021,850.48,834,Gardening Tools Set,Argentina,834,11/12/2021,19.13,Q2 2020,834,867,Cancelado,214.57
835,7/7/2021,6224.51,835,DIY Organic Gardening Kit,Indonesia,835,4/30/2020,37.38,Q2 2020,835,790,Cancelado,458.66
836,12/25/2021,3408.78,836,Bamboo Cotton Tank Top,Indonesia,836,11/4/2020,56.29,Q1 2020,836,948,Cancelado,310.02
837,9/4/2021,1025.5,837,Sweet Potato Chips,Indonesia,837,4/23/2020,90.84,Q3 2020,837,156,Completado,49.18
838,8/22/2021,7340.13,838,Home Brewing Starter Kit,China,838,5/11/2020,69.71,Q1 2020,838,27,Pendiente,328.49
839,10/6/2021,5546.82,839,Caramel Apple Taffy,Brazil,839,6/7/2020,54.3,Q3 2020,839,438,Cancelado,360.73
840,12/28/2021,6081.57,840,Portable Electric Fan,Greece,840,2/23/2021,30.71,Q1 2020,840,976,Completado,202.28
841,12/15/2021,2515.08,841,Deluxe First Aid Kit,China,841,1/13/2021,16.89,Q3 2020,841,717,Cancelado,331.87
842,5/25/2021,8410.03,842,Cotton Basic Tank,Brazil,842,1/9/2020,85.23,Q3 2020,842,529,Completado,497.5
843,12/10/2021,5374.78,843,Kids' Art Supplies Kit,Czech Republic,843,2/22/2021,25.52,Q2 2020,843,256,Cancelado,196.29
844,8/7/2021,6495.8,844,Fruit and Nut Bars,Bulgaria,844,12/25/2021,36.49,Q2 2020,844,463,Completado,351.34
845,10/18/2021,8602.61,845,Whole Grain Hamburger Buns,Malaysia,845,10/31/2020,74.08,Q2 2020,845,39,Cancelado,313.38
